chr	start	end	pct_AST	pct_nonAST	mean_AST	mean_nonAST	log2FC
chr1	33719580	33720578	0.006	0.011	0.013	0.021	-0.475
chr1	33738989	33739804	0	0.01	0	0.019	-1.539
chr1	33757348	33758257	0.006	0.011	0.013	0.021	-0.475
chr1	33813964	33814846	0.006	0.012	0.013	0.024	-0.598
chr1	33873009	33873877	0	0.003	0	0.009	-0.913
chr1	33907408	33908205	0.006	0.011	0.006	0.02	-0.881
chr1	33966115	33967020	0	0.009	0	0.02	-1.607
chr1	33967271	33968000	0	0.004	0	0.007	-0.802
chr1	34010887	34011717	0	0.005	0	0.01	-0.983
chr1	34189710	34190399	0.013	0.004	0.019	0.007	0.727
chr1	34236162	34236985	0.006	0.003	0.013	0.006	0.535
chr1	34439161	34440043	0.031	0.026	0.057	0.06	-0.071
chr1	34459208	34460098	0.019	0.005	0.038	0.012	1.112
chr1	34462559	34463459	0.013	0.003	0.025	0.006	1.174
chr1	34510732	34511557	0.006	0.006	0.006	0.011	-0.377
chr1	34579234	34580089	0.006	0.01	0.013	0.019	-0.364
chr1	34583546	34584470	0.006	0.009	0.006	0.018	-0.764
chr1	34602048	34602881	0.006	0.008	0.013	0.015	-0.14
chr1	34642179	34643045	0.019	0.009	0.019	0.019	0.014
chr1	34666144	34667058	0.019	0.006	0.038	0.011	1.206
chr1	34696374	34697267	0.006	0.003	0.013	0.006	0.535
chr1	34719910	34720870	0	0.005	0	0.013	-1.173
chr1	34738137	34739015	0.019	0.006	0.031	0.011	0.97
chr1	34801368	34802221	0.019	0.005	0.044	0.01	1.417
chr1	34849794	34850524	0.019	0.004	0.031	0.007	1.288
chr1	34866916	34867794	0.019	0.006	0.038	0.013	1.082
chr1	34891331	34892211	0.006	0.005	0.013	0.012	0.062
chr1	34893583	34894478	0.025	0.001	0.063	0.003	2.511
chr1	34896810	34897641	0.006	0.007	0.006	0.013	-0.499
chr1	34899989	34900835	0.006	0.004	0.013	0.008	0.335
chr1	35032269	35033097	0.006	0.01	0.013	0.021	-0.475
chr1	35266296	35267252	0.013	0.009	0.025	0.021	0.164
chr1	35385079	35385951	0.019	0.01	0.038	0.02	0.648
chr1	35387891	35388757	0.013	0.008	0.025	0.018	0.322
chr1	35562364	35563363	0.006	0.005	0.019	0.011	0.48
chr1	35811339	35812177	0.025	0.003	0.044	0.007	1.631
chr1	35846267	35847143	0.031	0.007	0.063	0.014	1.606
chr1	35869329	35870250	0.006	0.008	0.013	0.021	-0.475
chr1	35879231	35880115	0.019	0.01	0.057	0.018	1.243
chr1	36030055	36030953	0	0.006	0	0.012	-1.113
chr1	36064625	36065478	0.019	0.018	0.044	0.038	0.167
chr1	36067875	36068780	0.019	0.011	0.05	0.022	0.9
chr1	36118038	36118935	0.006	0.001	0.006	0.002	0.402
chr1	36134312	36135196	0.019	0.007	0.057	0.013	1.562
chr1	36243834	36244713	0.025	0.012	0.063	0.024	1.093
chr1	36254499	36255351	0.013	0.004	0.019	0.01	0.547
chr1	36277000	36277982	0.006	0.009	0.013	0.023	-0.538
chr1	36278861	36279786	0.006	0.007	0.013	0.012	0.032
chr1	36303013	36304025	0	0.005	0	0.013	-1.173
chr1	36307314	36308187	0.019	0.012	0.038	0.024	0.482
chr1	36309200	36310114	0.013	0.007	0.019	0.012	0.386
chr1	36323803	36324736	0.006	0.006	0.013	0.017	-0.269
chr1	36444873	36445818	0.006	0.012	0.013	0.027	-0.729
chr1	36471128	36471997	0.006	0.022	0.013	0.045	-1.287
chr1	36492113	36493031	0.031	0.006	0.082	0.013	2.025
chr1	36501059	36501953	0.006	0.009	0.013	0.02	-0.387
chr1	36511396	36512275	0.006	0.02	0.013	0.041	-1.173
chr1	36546898	36547772	0	0.016	0	0.037	-2.224
chr1	36595940	36596702	0.013	0.003	0.031	0.007	1.328
chr1	36603198	36604092	0	0.002	0	0.004	-0.456
chr1	36634695	36635543	0.006	0.008	0.013	0.019	-0.364
chr1	36672635	36673465	0	0.004	0	0.01	-1.016
chr1	36683880	36684778	0	0.012	0	0.024	-1.753
chr1	36691084	36691998	0	0.009	0	0.02	-1.562
chr1	36709484	36710420	0.013	0.013	0.019	0.027	-0.357
chr1	36737054	36737943	0.013	0.005	0.025	0.011	0.765
chr1	36744387	36745233	0.006	0.003	0.013	0.008	0.298
chr1	36784457	36785293	0.031	0.005	0.075	0.013	1.922
chr1	36830891	36831744	0	0.005	0	0.012	-1.143
chr1	36874544	36875334	0.006	0.001	0.013	0.003	0.82
chr1	36939326	36940257	0.025	0.018	0.044	0.037	0.195
chr1	36949496	36950423	0	0.003	0	0.004	-0.504
chr1	37028754	37029796	0	0.005	0	0.012	-1.143
chr1	37218134	37219032	0	0.003	0	0.007	-0.723
chr1	37272129	37273040	0.006	0.007	0.013	0.015	-0.167
chr1	37299572	37300445	0.019	0.014	0.063	0.033	0.761
chr1	37332551	37333426	0	0.003	0	0.005	-0.596
chr1	37350721	37351563	0.006	0.006	0.006	0.012	-0.439
chr1	37370946	37371745	0.006	0.004	0.013	0.008	0.298
chr1	37429582	37430446	0.006	0.011	0.013	0.023	-0.558
chr1	37523209	37523983	0	0.004	0	0.01	-0.983
chr1	37540684	37541591	0.044	0.019	0.088	0.04	0.986
chr1	37546976	37547831	0.019	0.003	0.038	0.008	1.415
chr1	37585548	37586503	0.006	0.004	0.013	0.007	0.373
chr1	37634296	37635421	0.025	0.009	0.05	0.017	1.174
chr1	37635794	37636693	0.006	0.003	0.013	0.007	0.412
chr1	37638894	37639811	0.025	0.014	0.069	0.029	1.011
chr1	37678126	37678982	0.013	0.007	0.025	0.015	0.472
chr1	37864581	37865508	0.05	0.04	0.138	0.087	0.614
chr1	37871795	37872668	0.006	0.007	0.013	0.013	0.002
chr1	37889987	37890855	0.019	0.009	0.031	0.02	0.467
chr1	37903005	37903829	0	0.007	0	0.012	-1.143
chr1	37922335	37923207	0	0.008	0	0.016	-1.368
chr1	37977206	37978073	0	0.005	0	0.012	-1.113
chr1	37985556	37986468	0.006	0.005	0.013	0.011	0.126
chr1	37996857	37997624	0	0.018	0	0.033	-2.105
chr1	37997743	37998416	0	0.011	0	0.021	-1.629
chr1	38129469	38130396	0.031	0.021	0.05	0.045	0.143
chr1	38185288	38186139	0.019	0.007	0.05	0.015	1.251
chr1	38222013	38222882	0.006	0.002	0.006	0.006	0.064
chr1	38241344	38242142	0	0.006	0	0.011	-1.049
chr1	38262118	38263008	0.006	0.005	0.013	0.011	0.126
chr1	38307906	38308784	0.013	0.004	0.025	0.009	0.901
chr1	38333956	38334808	0	0.004	0	0.008	-0.877
chr1	38410139	38411022	0.013	0.008	0.025	0.014	0.554
chr1	38450460	38451351	0.013	0.006	0.025	0.013	0.611
chr1	38506364	38507160	0.031	0.002	0.075	0.005	2.545
chr1	38552793	38553696	0.013	0.006	0.025	0.01	0.831
chr1	38569362	38570275	0.006	0.002	0.013	0.004	0.671
chr1	38627181	38628000	0	0.007	0	0.014	-1.26
chr1	38766728	38767511	0.013	0.002	0.025	0.004	1.31
chr1	38767637	38768397	0.013	0.007	0.025	0.012	0.671
chr1	38787217	38788114	0.025	0.005	0.05	0.011	1.543
chr1	38799092	38800051	0.013	0.004	0.025	0.007	1.012
chr1	38835778	38836667	0.013	0.007	0.025	0.015	0.472
chr1	38855867	38856670	0	0.006	0	0.011	-1.049
chr1	38897594	38898410	0.006	0.007	0.025	0.014	0.554
chr1	38936522	38937419	0.013	0.002	0.025	0.006	1.174
chr1	38987209	38988109	0.044	0.023	0.088	0.049	0.726
chr1	39000925	39001810	0.013	0.005	0.025	0.012	0.671
chr1	39010471	39011376	0.006	0.002	0.013	0.005	0.624
chr1	39086045	39086891	0	0.006	0	0.011	-1.081
chr1	39367313	39368200	0.031	0.016	0.063	0.035	0.7
chr1	39387362	39388245	0.006	0.007	0.013	0.014	-0.113
chr1	39391927	39392782	0.019	0.007	0.05	0.013	1.419
chr1	39478285	39479224	0.038	0.021	0.075	0.041	0.734
chr1	39522397	39523201	0	0.003	0	0.007	-0.763
chr1	39527148	39527989	0.013	0.007	0.025	0.014	0.554
chr1	39529934	39530836	0	0.005	0	0.01	-0.983
chr1	39535247	39536096	0.006	0.009	0.006	0.016	-0.69
chr1	39567764	39568686	0.006	0.005	0.025	0.009	0.865
chr1	39576988	39577881	0.031	0.011	0.075	0.022	1.403
chr1	39614683	39615549	0.013	0.005	0.019	0.01	0.547
chr1	39645939	39646804	0.006	0.006	0.025	0.013	0.611
chr1	39650523	39651458	0.006	0.006	0.013	0.012	0.062
chr1	39685536	39686370	0.019	0.004	0.038	0.009	1.307
chr1	39812064	39812932	0.013	0.002	0.025	0.006	1.132
chr1	39857190	39858093	0.013	0.003	0.031	0.007	1.288
chr1	39900278	39901170	0	0.008	0	0.013	-1.232
chr1	39947429	39948323	0.006	0.003	0.006	0.006	0.022
chr1	40085441	40086334	0.019	0.01	0.05	0.017	1.149
chr1	40109243	40110016	0	0.004	0	0.007	-0.802
chr1	40115050	40115805	0.006	0.007	0.006	0.011	-0.377
chr1	40116203	40117062	0.013	0.01	0.025	0.021	0.185
chr1	40139539	40140374	0	0.007	0	0.016	-1.368
chr1	40266157	40267058	0.006	0.01	0.013	0.022	-0.496
chr1	40288089	40289015	0	0.004	0	0.009	-0.913
chr1	40301441	40302334	0	0.006	0	0.014	-1.26
chr1	40378492	40379368	0.006	0.008	0.006	0.016	-0.664
chr1	40379852	40380710	0.006	0.007	0.006	0.015	-0.611
chr1	40544386	40545238	0.006	0.008	0.013	0.016	-0.219
chr1	40579608	40580417	0.006	0.007	0.013	0.013	-0.028
chr1	40623361	40624266	0.006	0.007	0.013	0.016	-0.193
chr1	40680255	40680944	0.006	0.004	0.013	0.006	0.493
chr1	40768286	40769181	0.019	0.011	0.05	0.022	0.9
chr1	40790238	40791100	0.063	0.013	0.119	0.027	1.791
chr1	40797080	40797945	0.019	0.02	0.038	0.043	-0.145
chr1	40802521	40803447	0.025	0.01	0.044	0.019	0.918
chr1	40805140	40805980	0	0.003	0	0.006	-0.682
chr1	40844375	40845258	0.019	0.021	0.031	0.048	-0.493
chr1	40878894	40879798	0	0.012	0	0.023	-1.713
chr1	40887501	40888314	0.025	0.006	0.05	0.011	1.511
chr1	41001223	41002122	0.031	0.014	0.189	0.033	2.208
chr1	41020442	41021333	0.013	0.003	0.038	0.006	1.573
chr1	41027168	41028097	0.013	0.009	0.025	0.019	0.275
chr1	41121485	41122326	0	0.004	0	0.008	-0.877
chr1	41152434	41153228	0.006	0.01	0.013	0.018	-0.317
chr1	41263939	41264837	0.013	0.009	0.038	0.016	0.887
chr1	41270821	41271729	0.019	0.006	0.031	0.013	0.82
chr1	41274727	41275521	0	0.006	0	0.012	-1.113
chr1	41390113	41391005	0.006	0.009	0.013	0.02	-0.41
chr1	41652516	41653404	0	0.006	0	0.011	-1.081
chr1	41686411	41687393	0.013	0.004	0.025	0.008	0.974
chr1	41772958	41773886	0	0.004	0	0.008	-0.84
chr1	41810080	41810968	0.063	0.018	0.113	0.04	1.315
chr1	41897491	41898389	0.019	0.011	0.038	0.023	0.542
chr1	42108502	42109223	0.006	0.006	0.013	0.01	0.159
chr1	42145639	42146488	0	0.005	0	0.01	-1.016
chr1	42229443	42230334	0.006	0.011	0.013	0.022	-0.496
chr1	42238130	42239047	0.006	0.003	0.006	0.005	0.108
chr1	42243535	42244370	0.019	0.005	0.044	0.01	1.417
chr1	42257774	42258552	0.019	0.006	0.057	0.01	1.753
chr1	42394789	42395754	0.013	0.004	0.019	0.01	0.513
chr1	42491277	42492165	0.019	0.007	0.038	0.012	1.112
chr1	42532503	42533497	0.013	0.007	0.019	0.015	0.188
chr1	42538757	42539584	0.006	0.006	0.013	0.012	0.032
chr1	42606903	42607820	0.006	0.003	0.013	0.01	0.192
chr1	42628467	42629269	0.019	0.005	0.05	0.011	1.543
chr1	42648221	42649142	0	0.004	0	0.009	-0.913
chr1	42667237	42668183	0	0.003	0	0.005	-0.596
chr1	42695164	42696066	0.006	0.007	0.013	0.015	-0.167
chr1	42718375	42719207	0.013	0.006	0.019	0.011	0.448
chr1	42775165	42776006	0.006	0.002	0.013	0.006	0.535
chr1	42779568	42780448	0.019	0.009	0.025	0.016	0.446
chr1	42850789	42851687	0.044	0.036	0.088	0.076	0.193
chr1	42877103	42877758	0	0.006	0	0.012	-1.113
chr1	42914864	42915758	0.006	0.01	0.013	0.021	-0.454
chr1	42950880	42951924	0	0.012	0	0.024	-1.753
chr1	42952646	42953488	0.006	0.01	0.013	0.023	-0.558
chr1	43051530	43052388	0.006	0.005	0.013	0.008	0.298
chr1	43065620	43066483	0.063	0.024	0.113	0.047	1.113
chr1	43092160	43093029	0.006	0.016	0.006	0.029	-1.27
chr1	43098156	43099084	0.013	0.011	0.038	0.024	0.482
chr1	43110424	43111150	0.006	0.007	0.006	0.011	-0.377
chr1	43112697	43113602	0.019	0.007	0.031	0.019	0.535
chr1	43139430	43140289	0.006	0.016	0.013	0.031	-0.866
chr1	43163381	43164293	0.006	0.01	0.013	0.02	-0.387
chr1	43215647	43216570	0	0.003	0	0.006	-0.682
chr1	43264220	43265100	0.013	0.007	0.025	0.015	0.472
chr1	43269314	43270210	0.006	0.004	0.006	0.009	-0.209
chr1	43299282	43300193	0.025	0.006	0.05	0.011	1.511
chr1	43317015	43318028	0	0.008	0	0.018	-1.468
chr1	43358002	43358876	0.031	0.005	0.057	0.01	1.753
chr1	43445314	43446328	0	0.009	0	0.016	-1.393
chr1	43467361	43468364	0.006	0.005	0.013	0.009	0.227
chr1	43474008	43475087	0	0.006	0	0.012	-1.143
chr1	43504119	43504912	0.006	0.002	0.013	0.004	0.671
chr1	43555422	43556375	0.006	0.004	0.013	0.008	0.298
chr1	43590497	43591387	0	0.002	0	0.004	-0.504
chr1	43615581	43616439	0.006	0.005	0.013	0.009	0.262
chr1	43635448	43636328	0.006	0.005	0.013	0.01	0.159
chr1	43694503	43695409	0.006	0.01	0.013	0.019	-0.341
chr1	43698332	43699241	0	0.005	0	0.01	-1.016
chr1	43730302	43731178	0.025	0.011	0.05	0.024	0.839
chr1	43737967	43738888	0.013	0.003	0.025	0.006	1.132
chr1	43759865	43760703	0.006	0.005	0.038	0.01	1.272
chr1	43775992	43776785	0	0.004	0	0.008	-0.877
chr1	43827471	43828333	0.063	0.046	0.119	0.092	0.344
chr1	43898820	43899691	0.05	0.015	0.094	0.034	1.233
chr1	43902576	43903476	0.006	0.003	0.006	0.006	0.064
chr1	43933462	43934372	0.05	0.028	0.101	0.058	0.7
chr1	44041515	44042379	0.019	0.014	0.038	0.027	0.369
chr1	44042654	44043442	0.006	0.011	0.013	0.021	-0.454
chr1	44064390	44065291	0.013	0.008	0.025	0.017	0.37
chr1	44091615	44092535	0.006	0.005	0.013	0.01	0.192
chr1	44102041	44102940	0.038	0.019	0.088	0.042	0.919
chr1	44118402	44119281	0.006	0.013	0.013	0.025	-0.617
chr1	44119543	44120451	0	0.011	0	0.021	-1.629
chr1	44147522	44148417	0.013	0.015	0.025	0.033	-0.275
chr1	44198037	44198942	0	0.006	0	0.011	-1.049
chr1	44199165	44200064	0.006	0.003	0.025	0.006	1.174
chr1	44216249	44217032	0	0.005	0	0.012	-1.113
chr1	44228849	44229703	0	0.01	0	0.019	-1.539
chr1	44551324	44552134	0.006	0.018	0.013	0.036	-1.035
chr1	44552268	44552910	0.006	0.013	0.013	0.025	-0.637
chr1	44553228	44553973	0.006	0.005	0.013	0.009	0.227
chr1	44700746	44701664	0.006	0.004	0.013	0.007	0.373
chr1	44745701	44746408	0.013	0.004	0.025	0.007	1.051
chr1	44754933	44755822	0	0.002	0	0.006	-0.682
chr1	45022096	45022859	0.019	0.004	0.038	0.008	1.415
chr1	45313628	45314551	0.019	0.015	0.044	0.035	0.268
chr1	45347054	45347996	0.006	0.004	0.013	0.009	0.227
chr1	45430158	45431025	0.006	0.004	0.013	0.007	0.452
chr1	45431777	45432618	0.013	0.007	0.025	0.016	0.42
chr1	45502627	45503423	0.006	0.012	0.013	0.023	-0.538
chr1	45627601	45628429	0.006	0.01	0.006	0.018	-0.788
chr1	45672502	45673420	0	0.016	0	0.04	-2.335
chr1	45765833	45766690	0.025	0.012	0.063	0.023	1.133
chr1	45794889	45795796	0.057	0.038	0.145	0.079	0.804
chr1	45816640	45817599	0.025	0.008	0.057	0.017	1.317
chr1	45824921	45825828	0	0.009	0	0.019	-1.516
chr1	45925323	45926258	0.025	0.019	0.057	0.037	0.511
chr1	46018198	46019101	0	0.013	0	0.029	-1.974
chr1	46021972	46022852	0.013	0.007	0.025	0.015	0.472
chr1	46066379	46067206	0.038	0.016	0.057	0.035	0.57
chr1	46089186	46090109	0.019	0.003	0.038	0.007	1.453
chr1	46128170	46129099	0.006	0.002	0.025	0.006	1.132
chr1	46424929	46425868	0	0.007	0	0.013	-1.173
chr1	46580472	46581164	0.013	0.007	0.038	0.009	1.342
chr1	46758234	46759026	0	0.004	0	0.007	-0.723
chr1	46769127	46770019	0.013	0.004	0.019	0.009	0.616
chr1	46849524	46850408	0.025	0.008	0.05	0.016	1.199
chr1	46853253	46854113	0.057	0.055	0.132	0.119	0.144
chr1	46863226	46864128	0	0.006	0	0.011	-1.049
chr1	46907632	46908370	0	0.007	0	0.012	-1.143
chr1	46924777	46925611	0.019	0.004	0.075	0.008	2.218
chr1	46970300	46971142	0.013	0.011	0.05	0.021	0.942
chr1	47119708	47120531	0	0.003	0	0.007	-0.763
chr1	47398757	47399579	0	0.002	0	0.005	-0.551
chr1	47437679	47438532	0	0.006	0	0.014	-1.288
chr1	47457526	47458409	0.006	0.002	0.025	0.007	1.091
chr1	47537459	47538404	0.006	0.005	0.013	0.009	0.262
chr1	48491416	48492351	0.019	0.004	0.031	0.01	1.035
chr1	48595927	48596925	0.013	0.002	0.038	0.006	1.573
chr1	48651490	48652200	0	0.004	0	0.007	-0.763
chr1	49185384	49186246	0	0.003	0	0.011	-1.049
chr1	49785661	49786541	0.006	0.004	0.006	0.007	-0.098
chr1	50029778	50030584	0.019	0.003	0.031	0.005	1.455
chr1	50102955	50103805	0	0.006	0	0.011	-1.049
chr1	50206778	50207710	0.019	0.003	0.05	0.007	1.869
chr1	50321633	50322553	0.006	0.003	0.013	0.008	0.298
chr1	50610256	50611156	0.006	0.006	0.013	0.01	0.159
chr1	50675875	50676723	0	0.003	0	0.008	-0.877
chr1	50685153	50685983	0	0.004	0	0.008	-0.877
chr1	50926804	50927666	0.025	0.031	0.05	0.055	-0.115
chr1	50962091	50962946	0	0.008	0	0.015	-1.342
chr1	51191636	51192556	0	0.005	0	0.011	-1.049
chr1	51216102	51216989	0	0.018	0	0.035	-2.181
chr1	51315268	51316204	0	0.007	0	0.014	-1.26
chr1	51333696	51334574	0	0.022	0	0.043	-2.412
chr1	51338308	51339367	0.006	0.006	0.013	0.012	0.032
chr1	51343657	51344553	0	0.003	0	0.006	-0.64
chr1	51416424	51417385	0	0.004	0	0.008	-0.84
chr1	51458727	51459611	0.013	0.01	0.025	0.02	0.252
chr1	51466147	51467041	0.019	0.009	0.038	0.017	0.811
chr1	51478058	51478975	0.063	0.052	0.113	0.114	-0.013
chr1	51594048	51594937	0.006	0.006	0.025	0.01	0.831
chr1	51596666	51597545	0.006	0.02	0.013	0.042	-1.199
chr1	51607121	51607966	0.006	0.004	0.006	0.007	-0.098
chr1	51644096	51644959	0.013	0.009	0.025	0.017	0.395
chr1	51671044	51672047	0	0.007	0	0.015	-1.315
chr1	51802431	51803337	0	0.005	0	0.01	-0.983
chr1	51976428	51977335	0.025	0.006	0.044	0.011	1.385
chr1	52003847	52004740	0	0.015	0	0.029	-1.957
chr1	52024372	52025318	0	0.005	0	0.011	-1.081
chr1	52051424	52052256	0	0.003	0	0.006	-0.682
chr1	52098502	52099404	0.013	0.007	0.025	0.012	0.701
chr1	52113389	52114260	0.025	0.015	0.063	0.029	0.909
chr1	52119026	52119894	0.038	0.027	0.082	0.058	0.44
chr1	52146277	52147170	0.025	0.013	0.05	0.027	0.688
chr1	52166469	52167331	0	0.008	0	0.016	-1.368
chr1	52169884	52170718	0.013	0.007	0.025	0.016	0.446
chr1	52232925	52233822	0.025	0.044	0.044	0.094	-0.944
chr1	52265954	52266830	0.006	0.004	0.013	0.007	0.373
chr1	52302392	52303231	0.019	0.011	0.038	0.026	0.424
chr1	52331267	52332081	0	0.007	0	0.011	-1.081
chr1	52390282	52391202	0	0.004	0	0.011	-1.081
chr1	52427884	52428871	0	0.007	0	0.018	-1.468
chr1	52477844	52478737	0	0.004	0	0.007	-0.723
chr1	52500078	52500940	0.019	0.014	0.038	0.03	0.247
chr1	52511840	52512661	0	0.004	0	0.009	-0.913
chr1	52596994	52597853	0.006	0.004	0.019	0.008	0.652
chr1	52630264	52631144	0.025	0.027	0.044	0.06	-0.383
chr1	52647931	52648837	0.006	0.017	0.013	0.032	-0.882
chr1	52668568	52669445	0	0.006	0	0.013	-1.173
chr1	52713765	52714675	0.013	0.007	0.038	0.013	1.052
chr1	52748023	52748930	0.013	0.013	0.025	0.026	-0.054
chr1	52812476	52813385	0.013	0.002	0.044	0.004	1.977
chr1	52817247	52817997	0.013	0.014	0.019	0.026	-0.338
chr1	52820397	52821203	0	0.007	0	0.013	-1.173
chr1	52844474	52845380	0.044	0.046	0.082	0.102	-0.291
chr1	52853766	52854582	0.006	0.007	0.013	0.012	0.032
chr1	52877241	52878054	0	0.003	0	0.006	-0.682
chr1	53023666	53024543	0	0.003	0	0.005	-0.596
chr1	53032347	53033173	0.019	0.005	0.038	0.011	1.174
chr1	53053022	53053813	0.013	0.007	0.025	0.014	0.554
chr1	53079615	53080488	0	0.006	0	0.013	-1.203
chr1	53092535	53093493	0.006	0.007	0.006	0.013	-0.499
chr1	53200575	53201371	0.013	0.003	0.025	0.007	1.091
chr1	53272332	53273252	0.019	0.01	0.038	0.02	0.648
chr1	53282965	53283854	0	0.007	0	0.013	-1.203
chr1	53296590	53297489	0.031	0.033	0.063	0.072	-0.163
chr1	53313196	53314115	0.019	0.02	0.038	0.041	-0.093
chr1	53352247	53353133	0.025	0.032	0.05	0.066	-0.334
chr1	53394009	53394899	0	0.005	0	0.009	-0.913
chr1	53548510	53549443	0	0.005	0	0.012	-1.143
chr1	53569098	53569965	0.013	0.004	0.025	0.01	0.797
chr1	53647802	53648627	0.006	0.005	0.013	0.01	0.192
chr1	53704055	53704866	0	0.002	0	0.005	-0.551
chr1	53706264	53707188	0.006	0.011	0.006	0.021	-0.925
chr1	53784838	53785706	0.031	0.02	0.057	0.039	0.441
chr1	53823392	53824316	0	0.008	0	0.016	-1.368
chr1	53830369	53831258	0.013	0.005	0.025	0.009	0.901
chr1	53846032	53846906	0.006	0.003	0.025	0.006	1.132
chr1	53875847	53876767	0.006	0.006	0.013	0.012	0.062
chr1	53890101	53890966	0.013	0.009	0.031	0.017	0.632
chr1	53894242	53895153	0.006	0.006	0.013	0.011	0.126
chr1	53908886	53909742	0.006	0.005	0.006	0.013	-0.499
chr1	53927262	53928140	0	0.013	0	0.025	-1.812
chr1	53940012	53940935	0.013	0.003	0.031	0.007	1.288
chr1	53945111	53946054	0.006	0.004	0.013	0.007	0.373
chr1	53978173	53979099	0	0.005	0	0.012	-1.143
chr1	54015377	54016293	0	0.009	0	0.018	-1.492
chr1	54038812	54039696	0.013	0.011	0.025	0.022	0.143
chr1	54110325	54111219	0	0.006	0	0.012	-1.143
chr1	54118224	54119023	0.006	0.009	0.013	0.014	-0.113
chr1	54194722	54195537	0.013	0.009	0.025	0.015	0.472
chr1	54250251	54251161	0.05	0.048	0.126	0.104	0.256
chr1	54381070	54381908	0.006	0.007	0.013	0.013	-0.057
chr1	54438509	54439415	0.044	0.022	0.082	0.052	0.575
chr1	54447938	54448858	0	0.004	0	0.01	-1.016
chr1	54471602	54472504	0.006	0.003	0.013	0.006	0.535
chr1	54492353	54493217	0.006	0.006	0.013	0.012	0.062
chr1	54557231	54558146	0.006	0.028	0.013	0.061	-1.66
chr1	54578302	54579094	0	0.004	0	0.006	-0.682
chr1	54661198	54662063	0.006	0.004	0.013	0.007	0.452
chr1	54665649	54666557	0.013	0.015	0.05	0.032	0.535
chr1	54706457	54707362	0.006	0.008	0.013	0.019	-0.364
chr1	54740835	54741696	0.019	0.006	0.05	0.01	1.576
chr1	54802474	54803450	0	0.006	0	0.011	-1.081
chr1	54822571	54823459	0.013	0.005	0.019	0.011	0.48
chr1	54864425	54865272	0.006	0.006	0.013	0.013	-0.028
chr1	54868078	54868930	0.006	0.004	0.006	0.007	-0.059
chr1	54877337	54878277	0	0.004	0	0.01	-1.016
chr1	54896054	54896952	0.006	0.005	0.013	0.009	0.262
chr1	54922227	54923133	0	0.002	0	0.004	-0.504
chr1	54925947	54926821	0.038	0.02	0.088	0.039	0.999
chr1	54979195	54980062	0	0.007	0	0.013	-1.203
chr1	55027122	55028016	0.019	0.007	0.05	0.012	1.449
chr1	55052304	55053195	0.031	0.024	0.069	0.048	0.44
chr1	55087526	55088451	0.019	0.025	0.038	0.053	-0.39
chr1	55130772	55131612	0.013	0.007	0.013	0.013	-0.057
chr1	55161118	55161879	0.013	0.006	0.025	0.01	0.797
chr1	55191959	55192759	0.006	0.004	0.013	0.007	0.412
chr1	55236778	55237612	0.006	0.011	0.013	0.021	-0.454
chr1	55363019	55364052	0.013	0.003	0.019	0.007	0.806
chr1	55382909	55383799	0.006	0.012	0.013	0.027	-0.711
chr1	55404125	55404897	0	0.004	0	0.008	-0.84
chr1	55405466	55406322	0	0.016	0	0.034	-2.135
chr1	55488893	55489874	0.006	0.006	0.031	0.012	0.908
chr1	55516531	55517447	0	0.003	0	0.007	-0.723
chr1	55558098	55559013	0.006	0.008	0.013	0.018	-0.293
chr1	55618579	55619477	0.006	0.013	0.013	0.026	-0.693
chr1	55736168	55736987	0	0.007	0	0.012	-1.143
chr1	55755333	55756018	0	0.005	0	0.009	-0.948
chr1	55806804	55807733	0	0.007	0	0.013	-1.232
chr1	55837910	55838799	0.006	0.011	0.013	0.025	-0.617
chr1	55848670	55849612	0.013	0.005	0.019	0.01	0.513
chr1	55874176	55874802	0.006	0.015	0.013	0.028	-0.765
chr1	55886159	55887111	0	0.007	0	0.014	-1.288
chr1	55890512	55891519	0.013	0.004	0.025	0.008	0.937
chr1	55960079	55960910	0.025	0.016	0.057	0.033	0.631
chr1	55983297	55984164	0	0.006	0	0.013	-1.173
chr1	56151833	56152665	0	0.004	0	0.007	-0.802
chr1	56644017	56644859	0.006	0.003	0.025	0.009	0.865
chr1	56875866	56876738	0	0.002	0	0.004	-0.456
chr1	57191438	57192434	0	0.006	0	0.014	-1.26
chr1	57198650	57199467	0.013	0.003	0.044	0.007	1.631
chr1	57205278	57206235	0.013	0.013	0.025	0.03	-0.177
chr1	57218388	57219245	0	0.003	0	0.006	-0.682
chr1	57224343	57225178	0.006	0.011	0.013	0.023	-0.538
chr1	57269468	57270381	0.013	0.013	0.025	0.024	0.041
chr1	57377173	57378014	0	0.026	0	0.053	-2.655
chr1	57393835	57394763	0	0.007	0	0.015	-1.315
chr1	57406182	57406970	0.006	0.007	0.006	0.013	-0.469
chr1	57423393	57424261	0.013	0.006	0.019	0.013	0.327
chr1	57428658	57429520	0.006	0.012	0.013	0.022	-0.496
chr1	57436572	57437379	0.006	0.006	0.013	0.012	0.062
chr1	57511847	57512740	0	0.003	0	0.007	-0.763
chr1	57608246	57609176	0.006	0.003	0.025	0.006	1.132
chr1	57633889	57634756	0.006	0.005	0.013	0.011	0.126
chr1	57751544	57752509	0.025	0.005	0.05	0.013	1.419
